fs_adc_Hz,adc_interval_s,guard_us,window_us,points_required_per_side,points_available_per_side,minimum_topology_margin_us,sampling_geometry_feasible,modelB_worst_extrapolation_bias_percent,modelB_median_kR,residual_50ns_inside_guard,selected,locked_guard_us,locked_window_us,locked_points_per_side,trigger_mode
2000000,5e-07,0.5,5,6,11,1.5,1,4.24905360797311,1.00171766944743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.5,5,8,11,1.5,1,4.24905360797311,1.00171766944743,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,1.5,3,4,4.7,1,1.6691668998333,1.00056389105972,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,1.5,4,4,4.7,1,1.6691668998333,1.00056389105972,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,1.5,5,4,4.7,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,1.5,6,4,4.7,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,1.5,8,4,4.7,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2,3,5,4.2,1,2.04989032816776,1.00073368639103,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2,4,5,4.2,1,2.04989032816776,1.00073368639103,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2,5,5,4.2,1,2.04989032816776,1.00073368639103,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2,6,5,4.2,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2,8,5,4.2,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2.5,3,6,3.7,1,2.47926428274133,1.00092534181745,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2.5,4,6,3.7,1,2.47926428274133,1.00092534181745,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2.5,5,6,3.7,1,2.47926428274133,1.00092534181745,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2.5,6,6,3.7,1,2.47926428274133,1.00092534181745,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,2.5,8,6,3.7,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,3,3,7,3.2,1,2.95725080875625,1.00113887778163,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,3,4,7,3.2,1,2.95725080875625,1.00113887778163,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,3,5,7,3.2,1,2.95725080875625,1.00113887778163,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,3,6,7,3.2,1,2.95725080875625,1.00113887778163,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,3,8,7,3.2,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,4,3,9,2.2,1,4.05890738936514,1.00163167256618,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,4,4,9,2.2,1,4.05890738936514,1.00163167256618,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,4,5,9,2.2,1,4.05890738936514,1.00163167256618,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,4,6,9,2.2,1,4.05890738936514,1.00163167256618,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,4,8,9,2.2,1,4.05890738936514,1.00163167256618,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,5,3,11,1.2,1,5.42274520752244,1.00067550188648,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,5,4,11,1.2,1,5.42274520752244,1.00067550188648,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,5,5,11,1.2,1,5.42274520752244,1.00067550188648,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,5,6,11,1.2,1,5.42274520752244,1.00067550188648,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,0.8,5,8,11,1.2,1,5.42274520752244,1.00067550188648,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,1.5,3,4,4.5,1,2.0558857668991,1.00073621844351,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,1.5,4,4,4.5,1,2.0558857668991,1.00073621844351,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,1.5,5,4,4.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,1.5,6,4,4.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,1.5,8,4,4.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2,3,5,4,1,2.49507344143809,1.00093219863154,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2,4,5,4,1,2.49507344143809,1.00093219863154,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2,5,5,4,1,2.49507344143809,1.00093219863154,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2,6,5,4,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2,8,5,4,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2.5,3,6,3.5,1,2.98287678488,1.00115005812029,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2.5,4,6,3.5,1,2.98287678488,1.00115005812029,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2.5,5,6,3.5,1,2.98287678488,1.00115005812029,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2.5,6,6,3.5,1,2.98287678488,1.00115005812029,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,2.5,8,6,3.5,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,3,3,7,3,1,3.51925746349971,1.00138981726807,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,3,4,7,3,1,3.51925746349971,1.00138981726807,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,3,5,7,3,1,3.51925746349971,1.00138981726807,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,3,6,7,3,1,3.51925746349971,1.00138981726807,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,3,8,7,3,0,NaN,NaN,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,4,3,9,2,1,4.75871427075989,1.00193511544595,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,4,4,9,2,1,4.75871427075989,1.00193511544595,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,4,5,9,2,1,4.75871427075989,1.00193511544595,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,4,6,9,2,1,4.75871427075989,1.00193511544595,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,4,8,9,2,1,4.75871427075989,1.00193511544595,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,5,3,11,1,1,6.27864607357677,0.998524784374989,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,5,4,11,1,1,6.27864607357677,0.998524784374989,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,5,5,11,1,1,6.27864607357677,0.998524784374989,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,5,6,11,1,1,6.27864607357677,0.998524784374989,1,0,0.2,1.5,4,designed_PWM_SOC_burst
2000000,5e-07,1,5,8,11,1,1,6.27864607357677,0.998524784374989,1,0,0.2,1.5,4,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,1.5,3,5,5.3,1,1.17177398096299,1.00015648380898,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,1.5,4,5,5.3,1,1.17177398096299,1.00015648380898,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,1.5,5,5,5.3,1,1.17177398096299,1.00015648380898,1,1,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,1.5,6,5,5.3,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,1.5,8,5,5.3,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2,3,7,4.8,1,1.16090914634106,1.00027822596821,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2,4,7,4.8,1,1.16090914634106,1.00027822596821,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2,5,7,4.8,1,1.16090914634106,1.00027822596821,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2,6,7,4.8,1,1.16090914634106,1.00027822596821,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2,8,7,4.8,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2.5,3,8,4.3,1,1.2069088532729,1.00035365976631,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2.5,4,8,4.3,1,1.2069088532729,1.00035365976631,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2.5,5,8,4.3,1,1.2069088532729,1.00035365976631,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2.5,6,8,4.3,1,1.2069088532729,1.00035365976631,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,2.5,8,8,4.3,1,1.2069088532729,1.00035365976631,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,3,3,10,3.8,1,1.60020778820875,1.00053357827742,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,3,4,10,3.8,1,1.60020778820875,1.00053357827742,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,3,5,10,3.8,1,1.60020778820875,1.00053357827742,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,3,6,10,3.8,1,1.60020778820875,1.00053357827742,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,3,8,10,3.8,1,1.60020778820875,1.00053357827742,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,4,3,13,2.8,1,2.3677289521771,1.00087631059774,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,4,4,13,2.8,1,2.3677289521771,1.00087631059774,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,4,5,13,2.8,1,2.3677289521771,1.00087631059774,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,4,6,13,2.8,1,2.3677289521771,1.00087631059774,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,4,8,13,2.8,1,2.3677289521771,1.00087631059774,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,5,3,16,1.8,1,3.32965679581916,1.00130658531278,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,5,4,16,1.8,1,3.32965679581916,1.00130658531278,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,5,5,16,1.8,1,3.32965679581916,1.00130658531278,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,5,6,16,1.8,1,3.32965679581916,1.00130658531278,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.2,5,8,16,1.8,1,3.32965679581916,1.00130658531278,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,1.5,3,5,5,1,1.21285639400136,1.00031560731563,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,1.5,4,5,5,1,1.21285639400136,1.00031560731563,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,1.5,5,5,5,1,1.21285639400136,1.00031560731563,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,1.5,6,5,5,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,1.5,8,5,5,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2,3,7,4.5,1,1.50219472414983,1.00048960917724,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2,4,7,4.5,1,1.50219472414983,1.00048960917724,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2,5,7,4.5,1,1.50219472414983,1.00048960917724,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2,6,7,4.5,1,1.50219472414983,1.00048960917724,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2,8,7,4.5,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2.5,3,8,4,1,1.73003705089507,1.00059120344858,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2.5,4,8,4,1,1.73003705089507,1.00059120344858,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2.5,5,8,4,1,1.73003705089507,1.00059120344858,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2.5,6,8,4,1,1.73003705089507,1.00059120344858,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,2.5,8,8,4,1,1.73003705089507,1.00059120344858,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,3,3,10,3.5,1,2.25048010527253,1.00082346748163,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,3,4,10,3.5,1,2.25048010527253,1.00082346748163,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,3,5,10,3.5,1,2.25048010527253,1.00082346748163,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,3,6,10,3.5,1,2.25048010527253,1.00082346748163,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,3,8,10,3.5,1,2.25048010527253,1.00082346748163,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,4,3,13,2.5,1,3.19326973503845,1.00124482109024,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,4,4,13,2.5,1,3.19326973503845,1.00124482109024,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,4,5,13,2.5,1,3.19326973503845,1.00124482109024,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,4,6,13,2.5,1,3.19326973503845,1.00124482109024,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,4,8,13,2.5,1,3.19326973503845,1.00124482109024,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,5,3,16,1.5,1,4.3302526285148,1.00175383137522,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,5,4,16,1.5,1,4.3302526285148,1.00175383137522,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,5,5,16,1.5,1,4.3302526285148,1.00175383137522,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,5,6,16,1.5,1,4.3302526285148,1.00175383137522,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.5,5,8,16,1.5,1,4.3302526285148,1.00175383137522,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,1.5,3,5,4.7,1,1.57474321336228,1.00052178409773,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,1.5,4,5,4.7,1,1.57474321336228,1.00052178409773,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,1.5,5,5,4.7,1,1.57474321336228,1.00052178409773,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,1.5,6,5,4.7,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,1.5,8,5,4.7,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2,3,7,4.2,1,2.0822797477057,1.00074809563096,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2,4,7,4.2,1,2.0822797477057,1.00074809563096,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2,5,7,4.2,1,2.0822797477057,1.00074809563096,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2,6,7,4.2,1,2.0822797477057,1.00074809563096,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2,8,7,4.2,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2.5,3,8,3.7,1,2.36860395207427,1.00087587527367,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2.5,4,8,3.7,1,2.36860395207427,1.00087587527367,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2.5,5,8,3.7,1,2.36860395207427,1.00087587527367,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2.5,6,8,3.7,1,2.36860395207427,1.00087587527367,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,2.5,8,8,3.7,1,2.36860395207427,1.00087587527367,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,3,3,10,3.2,1,3.00590984603,1.00116053441803,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,3,4,10,3.2,1,3.00590984603,1.00116053441803,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,3,5,10,3.2,1,3.00590984603,1.00116053441803,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,3,6,10,3.2,1,3.00590984603,1.00116053441803,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,3,8,10,3.2,1,3.00590984603,1.00116053441803,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,4,3,13,2.2,1,4.12383271336262,1.00166058322026,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,4,4,13,2.2,1,4.12383271336262,1.00166058322026,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,4,5,13,2.2,1,4.12383271336262,1.00166058322026,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,4,6,13,2.2,1,4.12383271336262,1.00166058322026,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,4,8,13,2.2,1,4.12383271336262,1.00166058322026,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,5,3,16,1.2,1,5.51012494991538,1.00045684681501,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,5,4,16,1.2,1,5.51012494991538,1.00045684681501,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,5,5,16,1.2,1,5.51012494991538,1.00045684681501,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,5,6,16,1.2,1,5.51012494991538,1.00045684681501,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,0.8,5,8,16,1.2,1,5.51012494991538,1.00045684681501,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,1.5,3,5,4.5,1,1.94198245119436,1.00068539823005,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,1.5,4,5,4.5,1,1.94198245119436,1.00068539823005,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,1.5,5,5,4.5,1,1.94198245119436,1.00068539823005,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,1.5,6,5,4.5,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,1.5,8,5,4.5,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2,3,7,4,1,2.52745850426199,1.00094661052576,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2,4,7,4,1,2.52745850426199,1.00094661052576,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2,5,7,4,1,2.52745850426199,1.00094661052576,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2,6,7,4,1,2.52745850426199,1.00094661052576,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2,8,7,4,0,NaN,NaN,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2.5,3,8,3.5,1,2.85274597479771,1.00109186085897,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2.5,4,8,3.5,1,2.85274597479771,1.00109186085897,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2.5,5,8,3.5,1,2.85274597479771,1.00109186085897,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2.5,6,8,3.5,1,2.85274597479771,1.00109186085897,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,2.5,8,8,3.5,1,2.85274597479771,1.00109186085897,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,3,3,10,3,1,3.56791065034086,1.00141147751467,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,3,4,10,3,1,3.56791065034086,1.00141147751467,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,3,5,10,3,1,3.56791065034086,1.00141147751467,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,3,6,10,3,1,3.56791065034086,1.00141147751467,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,3,8,10,3,1,3.56791065034086,1.00141147751467,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,4,3,13,2,1,4.82858500965753,1.00196403066916,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,4,4,13,2,1,4.82858500965753,1.00196403066916,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,4,5,13,2,1,4.82858500965753,1.00196403066916,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,4,6,13,2,1,4.82858500965753,1.00196403066916,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,4,8,13,2,1,4.82858500965753,1.00196403066916,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,5,3,16,1,1,6.36601642174294,0.998306102913901,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,5,4,16,1,1,6.36601642174294,0.998306102913901,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,5,5,16,1,1,6.36601642174294,0.998306102913901,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,5,6,16,1,1,6.36601642174294,0.998306102913901,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3000000,3.33333333333333e-07,1,5,8,16,1,1,6.36601642174294,0.998306102913901,1,0,0.2,1.5,5,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,1.5,3,6,5.3,1,1.16582785859947,1.00017446259849,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,1.5,4,6,5.3,1,1.16582785859947,1.00017446259849,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,1.5,5,6,5.3,1,1.16582785859947,1.00017446259849,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,1.5,6,6,5.3,1,1.16582785859947,1.00017446259849,1,1,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,1.5,8,6,5.3,0,NaN,NaN,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2,3,8,4.8,1,1.16698944860173,1.00028235356953,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2,4,8,4.8,1,1.16698944860173,1.00028235356953,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2,5,8,4.8,1,1.16698944860173,1.00028235356953,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2,6,8,4.8,1,1.16698944860173,1.00028235356953,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2,8,8,4.8,1,1.16698944860173,1.00028235356953,1,0,0.2,1.5,6,designed_PWM_SOC_burst
3500000,2.85714285714286e-07,0.2,2.5,3,9,4.3,1,1.20518249315844,1.00034700567521,1,0,0.2,1.5,6,designed_PWM_SOC_burst
